log_id,user_id,tool_id,session_date,session_duration_minutes,prompts_per_session,prompt_category,device_type,satisfaction_score,tokens_used
LOG0012432,USR00511,TOOL008,2024-11-18 00:00:00.000000,27.0,4.0,Other,N/A,-1,4165.0
LOG0003904,USR01958,TOOL003,2023-06-02 00:00:00.000000,13.0,45.0,Code Assistant,tablet,2,5774.0
LOG0008999,USR00888,TOOL003,2023-07-26 00:00:00.000000,78.0,27.0,Other,Web Browser,4,7047.0
LOG0017659,USR02188,TOOL010,2024-04-01 00:00:00.000000,51.0,26.0,Video Generation,tablet,-1,677.0
LOG0006931,USR01961,TOOL010,2023-09-28 00:00:00.000000,38.0,7.0,Code Assistant,Other,N/A,7584.0
LOG0015426,USR00752,TOOL012,2024-04-24 00:00:00.000000,68.0,50.0,,mobile,4,4141.0
LOG0015950,USR00271,TOOL002,,117.0,42.0,Video Generation,tablet,0,2575.0
LOG0001031,USR00907,TOOL002,2024-04-30 00:00:00.000000,47.0,27.0,Image Generation,N/A,-1,4639.0
LOG0018023,USR00521,TOOL009,2024-10-04 00:00:00.000000,20.0,19.0,Video Generation,tablet,5,7415.0
LOG0004973,USR00292,TOOL003,2023-09-22 00:00:00.000000,46.0,7.0,,Tablet,3,6076.0
LOG0002164,USR02657,TOOL010,2024-06-24 00:00:00.000000,107.0,1.0,,Tablet,N/A,7529.0
LOG0017194,USR00539,TOOL010,2024-04-07 00:00:00.000000,8.0,42.0,N/A,DESKTOP,5,4297.0
LOG0010852,USR01932,TOOL008,2024-07-13 00:00:00.000000,120.0,18.0,Text Generation,DESKTOP,4,731.0
LOG0007528,USR01961,TOOL005,2024-08-16 00:00:00.000000,56.0,43.0,CODE ASSISTANT,Desktop,2,378.0
LOG0010895,USR02732,TOOL012,2024-03-10 00:00:00.000000,78.0,17.0,Search & Research,,1,258.0
LOG0009724,USR99931,TOOL006,2026-05-30 02:05:25.273802,29.0,,Video Generation,Web Browser,2,4063.0
LOG0005418,USR02889,TOOL010,2023-01-07 00:00:00.000000,74.0,22.0,Productivity,mobile,2,1191.0
LOG0012960,USR00514,TOOL007,2024-01-03 00:00:00.000000,30.0,14.0,CODE ASSISTANT,Mobile,0,5710.0
LOG0001803,USR00185,TOOL012,2024-02-24 00:00:00.000000,100.0,44.0,CODE ASSISTANT,Web Browser,4,3291.0
LOG0009654,USR00457,TOOL009,2024-12-11 00:00:00.000000,6.0,22.0,CODE ASSISTANT,Web Browser,6,7575.0
LOG0008192,USR01353,TOOL009,2024-01-25 00:00:00.000000,50.0,10.0,Code Assistant,Mobile,5,5389.0
LOG0016383,USR00356,TOOL001,2023-09-01 00:00:00.000000,50.0,45.0,Code Assistant,Tablet,1,3297.0
LOG0009594,USR02577,TOOL010,2024-01-15 00:00:00.000000,89.0,30.0,Image Generation,,,7549.0
LOG0009995,USR00151,TOOL002,2024-12-27 00:00:00.000000,47.0,30.0,Productivity,Other,6,7893.0
LOG0005835,USR01546,TOOL001,2024-08-07 00:00:00.000000,46.0,26.0,Text Generation,DESKTOP,1,2383.0
LOG0010454,USR00047,TOOL011,2024-11-09 00:00:00.000000,105.0,27.0,N/A,Web Browser,N/A,2240.0
LOG0013646,USR02472,TOOL009,2025-01-10 00:00:00.000000,81.0,17.0,Code Assistant,Tablet,5,2992.0
LOG0006404,USR00125,TOOL760,2024-09-25 00:00:00.000000,93.0,22.0,Productivity,Tablet,2,4103.0
LOG0006042,USR01310,TOOL012,2023-12-16 00:00:00.000000,91.0,37.0,CODE ASSISTANT,N/A,2,3285.0
LOG0002020,USR01011,TOOL011,2024-04-27 00:00:00.000000,49.0,18.0,Code Assistant,DESKTOP,,4823.0
LOG0010999,USR00059,TOOL008,2024-12-07 00:00:00.000000,37.0,19.0,N/A,mobile,N/A,2360.0
LOG0022284,USR02758,TOOL003,2023-06-23 00:00:00.000000,65.0,1.0,Search & Research,Other,0,7749.0
LOG0016976,USR01364,TOOL005,2023-07-06 00:00:00.000000,78.0,20.0,Code Assistant,Desktop,N/A,4824.0
LOG0008443,USR01872,TOOL003,2024-09-25 00:00:00.000000,116.0,44.0,Image Generation,mobile,-1,3867.0
LOG0015826,USR01010,TOOL004,2023-08-10 00:00:00.000000,80.0,25.0,Search & Research,Desktop,1,7537.0
LOG0004298,USR01113,TOOL001,2023-10-31 00:00:00.000000,70.0,34.0,N/A,Tablet,,212.0
LOG0003945,USR01857,TOOL011,2024-11-11 00:00:00.000000,,23.0,Search & Research,Web Browser,0,3261.0
LOG0016957,USR02136,TOOL005,2023-04-30 00:00:00.000000,64.0,2.0,Text Generation,DESKTOP,3,6970.0
LOG0024825,USR00477,TOOL009,2023-01-12 00:00:00.000000,-3.0,6.0,text generation,Tablet,5,954.0
LOG0008773,USR01227,TOOL001,,81.0,12.0,Search & Research,,4,5900.0
LOG0011111,USR02754,TOOL003,2023-01-13 00:00:00.000000,3.0,4.0,N/A,mobile,,3793.0
LOG0010572,USR02323,TOOL006,2023-08-16 00:00:00.000000,48.0,44.0,,Other,4,2419.0
LOG0017131,USR01168,TOOL003,2024-10-21 00:00:00.000000,28.0,23.0,Image Generation,,2,1157.0
LOG0003977,USR02258,TOOL001,2024-12-27 00:00:00.000000,108.0,19.0,Other,Web Browser,-1,1615.0
LOG0010316,USR00067,TOOL011,2023-03-25 00:00:00.000000,106.0,34.0,Image Generation,mobile,N/A,7030.0
LOG0023402,USR01311,TOOL007,2024-07-04 00:00:00.000000,10.0,45.0,N/A,tablet,2,3783.0
LOG0001111,USR00353,TOOL008,2023-05-04 00:00:00.000000,82.0,20.0,Text Generation,Desktop,3,5168.0
LOG0022327,USR01034,TOOL012,2023-09-15 00:00:00.000000,14.0,47.0,Search & Research,Tablet,5,1678.0
LOG0024571,USR00323,TOOL001,2023-06-09 00:00:00.000000,14.0,15.0,Other,Desktop,0,7945.0
LOG0017883,USR02345,TOOL006,2023-07-31 00:00:00.000000,74.0,16.0,N/A,Other,5,3856.0
LOG0016584,USR02833,TOOL003,2024-02-28 00:00:00.000000,58.0,43.0,Video Generation,Mobile,4,2014.0
LOG0021874,USR02834,TOOL003,2023-07-30 00:00:00.000000,38.0,24.0,Productivity,Tablet,0,6489.0
LOG0019161,USR01645,TOOL003,2023-04-30 00:00:00.000000,34.0,22.0,N/A,Web Browser,,4456.0
LOG0015179,USR02155,TOOL001,2024-11-25 00:00:00.000000,46.0,29.0,Image Generation,N/A,N/A,2080.0
LOG0023279,USR02075,TOOL007,2024-05-09 00:00:00.000000,65.0,22.0,Text Generation,Tablet,5,6982.0
LOG0009291,USR01816,TOOL009,2023-07-16 00:00:00.000000,96.0,22.0,Text Generation,N/A,0,4181.0
LOG0012726,USR00815,TOOL006,2024-06-30 00:00:00.000000,73.0,29.0,Search & Research,tablet,5,5821.0
LOG0012745,USR00765,TOOL002,2023-04-14 00:00:00.000000,15.0,19.0,,,-1,5170.0
LOG0016218,USR00551,TOOL010,2023-02-25 00:00:00.000000,38.0,19.0,Productivity,Web Browser,4,1848.0
LOG0020494,USR02317,TOOL006,2024-02-08 00:00:00.000000,101.0,26.0,N/A,Mobile,0,
LOG0007413,USR02844,TOOL004,2024-09-05 00:00:00.000000,108.0,9.0,Productivity,Desktop,5,4362.0
LOG0017404,USR00509,TOOL010,2023-10-02 00:00:00.000000,37.0,39.0,Code Assistant,DESKTOP,N/A,6403.0
LOG0003104,USR02262,TOOL002,2024-11-09 00:00:00.000000,35.0,1.0,Other,mobile,1,7013.0
LOG0001718,USR02774,TOOL012,2023-11-25 00:00:00.000000,68.0,47.0,N/A,tablet,5,1907.0
LOG0019341,USR00473,TOOL009,2024-06-07 00:00:00.000000,50.0,15.0,CODE ASSISTANT,Desktop,3,7424.0
LOG0012081,USR99815,TOOL007,2024-08-11 00:00:00.000000,10.0,29.0,text generation,Web Browser,4,
LOG0000993,USR02484,TOOL003,2023-06-19 00:00:00.000000,15.0,15.0,,Mobile,3,5697.0
LOG0017561,USR00350,TOOL003,2024-10-22 00:00:00.000000,92.0,50.0,,,4,5768.0
LOG0000653,USR01077,TOOL010,2023-01-08 00:00:00.000000,9.0,50.0,Image Generation,N/A,4,6394.0
LOG0014142,USR01610,TOOL008,2024-01-30 00:00:00.000000,65.0,30.0,Image Generation,DESKTOP,4,401.0
LOG0010047,USR00742,TOOL001,2025-01-11 00:00:00.000000,9.0,32.0,Text Generation,Other,5,4786.0
LOG0014844,USR01862,TOOL001,2024-12-22 00:00:00.000000,109.0,15.0,N/A,tablet,-1,
LOG0017776,USR00317,TOOL009,2023-05-19 00:00:00.000000,34.0,12.0,Other,tablet,3,524.0
LOG0022904,USR01566,TOOL006,2023-07-14 00:00:00.000000,103.0,18.0,text generation,Tablet,3,6313.0
LOG0004156,USR99859,TOOL010,2023-11-08 00:00:00.000000,9.0,1.0,N/A,tablet,3,1373.0
LOG0007421,USR02948,TOOL003,,30.0,32.0,CODE ASSISTANT,N/A,-1,2911.0
LOG0014847,USR00303,TOOL525,,115.0,38.0,N/A,N/A,5,6279.0
LOG0006805,USR01275,TOOL011,,23.0,32.0,N/A,DESKTOP,0,3852.0
LOG0021994,USR02511,TOOL009,2024-07-24 00:00:00.000000,64.0,31.0,Search & Research,,6,7470.0
LOG0024450,USR01715,TOOL008,2024-08-25 00:00:00.000000,66.0,36.0,Search & Research,tablet,0,2955.0
LOG0006635,USR00686,TOOL001,2023-04-22 00:00:00.000000,103.0,48.0,text generation,tablet,0,929.0
LOG0003386,USR00406,TOOL007,2023-01-18 00:00:00.000000,87.0,33.0,N/A,Tablet,5,1384.0
LOG0014226,USR99740,TOOL009,2024-11-21 00:00:00.000000,13.0,38.0,text generation,mobile,0,
LOG0004503,USR02308,TOOL010,2026-09-11 02:05:25.233992,75.0,8.0,Image Generation,tablet,2,6234.0
LOG0015616,USR00439,TOOL010,2024-05-18 00:00:00.000000,31.0,21.0,Search & Research,Web Browser,-1,2288.0
LOG0009215,USR00015,TOOL012,2024-04-20 00:00:00.000000,14.0,37.0,Code Assistant,DESKTOP,5,5210.0
LOG0009275,USR00090,TOOL005,2023-01-11 00:00:00.000000,65.0,27.0,Text Generation,Mobile,3,3881.0
LOG0011477,USR01154,TOOL012,2023-04-19 00:00:00.000000,10.0,30.0,Other,mobile,6,
LOG0021227,USR01741,TOOL012,2024-01-05 00:00:00.000000,88.0,24.0,,N/A,6,3744.0
LOG0014475,USR01666,TOOL009,2024-02-17 00:00:00.000000,31.0,25.0,Other,tablet,2,145.0
LOG0002340,USR02030,TOOL003,2024-03-02 00:00:00.000000,8.0,46.0,Text Generation,mobile,2,3783.0
LOG0020498,USR01145,TOOL010,2023-02-22 00:00:00.000000,2.0,25.0,text generation,N/A,3,1219.0
LOG0002489,USR00134,TOOL004,2023-06-03 00:00:00.000000,64.0,22.0,text generation,N/A,-1,2948.0
LOG0002925,USR99894,TOOL007,2023-07-04 00:00:00.000000,,34.0,,mobile,2,6427.0
LOG0011411,USR00816,TOOL010,2023-11-19 00:00:00.000000,51.0,28.0,Image Generation,N/A,6,5546.0
LOG0010080,USR01984,TOOL005,2024-01-14 00:00:00.000000,31.0,20.0,Search & Research,Tablet,1,3450.0
LOG0003646,USR01412,TOOL002,2023-11-25 00:00:00.000000,34.0,43.0,Productivity,DESKTOP,1,2925.0
LOG0014434,USR02712,TOOL002,2024-12-26 00:00:00.000000,22.0,35.0,,Web Browser,,5709.0
LOG0022597,USR01775,TOOL007,2023-04-22 00:00:00.000000,,47.0,Other,Other,6,3410.0
LOG0009414,USR02607,TOOL006,2024-08-15 00:00:00.000000,4905.0,17.0,Code Assistant,tablet,,3249.0
LOG0020122,USR01665,TOOL004,2024-12-25 00:00:00.000000,65.0,26.0,Video Generation,Other,6,2904.0
LOG0000061,USR00957,TOOL001,2024-05-05 00:00:00.000000,39.0,8.0,N/A,Mobile,N/A,2437.0
LOG0011132,USR00432,TOOL003,2023-08-07 00:00:00.000000,53.0,28.0,text generation,Other,1,5271.0
LOG0002877,USR00582,TOOL011,2023-04-25 00:00:00.000000,20.0,33.0,Code Assistant,Mobile,6,1398.0
LOG0017239,USR01908,TOOL012,2024-10-03 00:00:00.000000,38.0,34.0,text generation,Desktop,-1,1019.0
LOG0002258,USR00807,TOOL002,2024-05-09 00:00:00.000000,3.0,26.0,Other,N/A,6,6149.0
LOG0022762,USR00135,TOOL003,2023-06-16 00:00:00.000000,44.0,36.0,Other,Web Browser,6,2743.0
LOG0008330,USR00570,TOOL004,2023-10-20 00:00:00.000000,85.0,2.0,Video Generation,mobile,,1443.0
LOG0017681,USR02255,TOOL003,2024-01-02 00:00:00.000000,98.0,44.0,Code Assistant,DESKTOP,3,3103.0
LOG0022962,USR02917,TOOL011,2024-04-01 00:00:00.000000,52.0,43.0,Search & Research,tablet,,4122.0
LOG0007001,USR00075,TOOL005,2023-09-23 00:00:00.000000,-4.0,22.0,text generation,Tablet,5,5696.0
LOG0006335,USR01145,TOOL003,2023-03-05 00:00:00.000000,75.0,7.0,CODE ASSISTANT,Other,4,1567.0
LOG0017693,USR01202,TOOL008,2023-12-05 00:00:00.000000,73.0,18.0,Image Generation,Other,5,3691.0
LOG0014551,USR00845,TOOL005,2024-11-16 00:00:00.000000,111.0,15.0,Text Generation,Other,3,7898.0
LOG0012240,USR00813,TOOL001,2023-10-25 00:00:00.000000,72.0,,Code Assistant,Other,0,6467.0
LOG0011686,USR01980,TOOL002,2023-10-16 00:00:00.000000,-27.0,46.0,Search & Research,DESKTOP,N/A,1399.0
LOG0012768,USR00029,TOOL008,2024-05-13 00:00:00.000000,22.0,6.0,CODE ASSISTANT,Desktop,1,1027.0
LOG0020763,USR01788,TOOL012,2023-06-30 00:00:00.000000,118.0,9.0,Video Generation,Tablet,0,
LOG0001044,USR02097,TOOL003,2026-10-26 02:05:25.215747,56.0,20.0,Code Assistant,Tablet,4,2915.0
LOG0024864,USR01403,TOOL007,2024-06-07 00:00:00.000000,107.0,6.0,CODE ASSISTANT,DESKTOP,N/A,3464.0
LOG0009937,USR00007,TOOL006,2023-06-01 00:00:00.000000,46.0,19.0,text generation,mobile,6,143.0
LOG0014043,USR00886,TOOL001,2023-07-23 00:00:00.000000,56.0,16.0,N/A,Web Browser,0,1556.0
LOG0018654,USR01330,TOOL001,2023-03-06 00:00:00.000000,106.0,18.0,Search & Research,DESKTOP,6,4294.0
LOG0006071,USR00313,TOOL012,2024-09-27 00:00:00.000000,5.0,5.0,CODE ASSISTANT,Web Browser,0,3492.0
LOG0002122,USR02066,TOOL009,2023-06-14 00:00:00.000000,28.0,46.0,N/A,Web Browser,6,6450.0
LOG0020791,USR02157,TOOL012,2023-11-13 00:00:00.000000,1.0,14.0,text generation,Other,-1,936.0
LOG0009746,USR02757,TOOL009,2025-01-18 00:00:00.000000,53.0,26.0,Other,Mobile,-1,1757.0
LOG0023171,USR00004,TOOL011,2023-12-10 00:00:00.000000,45.0,43.0,,Web Browser,,3071.0
LOG0000895,USR00802,TOOL008,2024-08-27 00:00:00.000000,66.0,6.0,Other,Mobile,N/A,3414.0
LOG0001686,USR00191,TOOL008,2023-12-30 00:00:00.000000,43.0,46.0,Other,Tablet,,2734.0
LOG0013403,USR02037,TOOL011,2024-07-24 00:00:00.000000,66.0,27.0,Video Generation,N/A,,1989.0
LOG0020192,USR02878,TOOL002,2024-02-02 00:00:00.000000,,3.0,Text Generation,DESKTOP,,2190.0
LOG0006511,USR01547,TOOL003,2024-06-06 00:00:00.000000,-3.0,30.0,Productivity,Mobile,0,2381.0
LOG0002693,USR00696,TOOL011,2023-04-12 00:00:00.000000,116.0,31.0,,Tablet,N/A,3648.0
LOG0005031,USR01159,TOOL002,2023-05-26 00:00:00.000000,23.0,33.0,text generation,Desktop,5,5790.0
LOG0004624,USR01258,TOOL010,2023-10-10 00:00:00.000000,1.0,22.0,Video Generation,DESKTOP,,235.0
LOG0024465,USR00540,TOOL003,2023-05-07 00:00:00.000000,79.0,32.0,Image Generation,Mobile,4,6117.0
LOG0019951,USR01418,TOOL011,2024-12-29 00:00:00.000000,109.0,29.0,Text Generation,mobile,0,5440.0
LOG0012272,USR00681,TOOL001,2024-06-22 00:00:00.000000,47.0,36.0,N/A,Other,5,605.0
LOG0005751,USR02605,TOOL006,2024-12-10 00:00:00.000000,-4.0,33.0,N/A,Desktop,,5794.0
LOG0004178,USR00575,TOOL005,2023-06-15 00:00:00.000000,64.0,33.0,Productivity,tablet,2,3411.0
LOG0023005,USR01036,TOOL004,2024-06-12 00:00:00.000000,91.0,18.0,Text Generation,Tablet,6,7289.0
LOG0004540,USR02385,TOOL005,2024-08-12 00:00:00.000000,-5.0,45.0,Video Generation,Tablet,1,4572.0
LOG0021788,USR02981,TOOL003,2026-05-16 02:05:25.365281,107.0,24.0,CODE ASSISTANT,Tablet,4,7600.0
LOG0005269,USR00404,TOOL002,2023-04-22 00:00:00.000000,111.0,44.0,,N/A,N/A,262.0
LOG0016973,USR02147,TOOL003,2023-11-17 00:00:00.000000,48.0,46.0,CODE ASSISTANT,Mobile,6,3345.0
LOG0007895,USR02627,TOOL001,2024-12-17 00:00:00.000000,50.0,40.0,CODE ASSISTANT,Web Browser,4,5217.0
LOG0024770,USR02036,TOOL765,2024-12-08 00:00:00.000000,-20.0,25.0,Text Generation,Web Browser,4,7552.0
LOG0000991,USR02191,TOOL001,2023-11-14 00:00:00.000000,-19.0,18.0,Text Generation,N/A,5,5369.0
LOG0023773,USR00284,TOOL001,2024-07-25 00:00:00.000000,-8.0,15.0,Video Generation,mobile,2,2202.0
LOG0007640,USR02196,TOOL001,2024-08-24 00:00:00.000000,95.0,6.0,Text Generation,Other,,4466.0
LOG0019935,USR02673,TOOL001,2023-11-26 00:00:00.000000,23.0,50.0,Image Generation,Mobile,N/A,7347.0
LOG0019860,USR01637,TOOL003,2024-08-19 00:00:00.000000,1518.0,21.0,Search & Research,Desktop,1,6574.0
LOG0003238,USR02161,TOOL007,2024-01-31 00:00:00.000000,109.0,36.0,N/A,mobile,5,7500.0
LOG0011937,USR01535,TOOL001,2025-01-25 00:00:00.000000,7722.0,40.0,N/A,Web Browser,5,5201.0
LOG0001715,USR00660,TOOL002,2024-07-06 00:00:00.000000,69.0,,Video Generation,Web Browser,2,
LOG0009331,USR00931,TOOL005,2023-08-18 00:00:00.000000,80.0,12.0,Image Generation,N/A,5,7078.0
LOG0019017,USR01556,TOOL011,2025-01-13 00:00:00.000000,55.0,49.0,,tablet,1,173.0
LOG0005612,USR00305,TOOL005,2024-06-24 00:00:00.000000,118.0,27.0,Code Assistant,tablet,,968.0
LOG0002007,USR01642,TOOL003,2023-02-03 00:00:00.000000,87.0,40.0,N/A,DESKTOP,3,5126.0
LOG0002213,USR00955,TOOL007,2024-03-10 00:00:00.000000,119.0,42.0,Other,N/A,2,4606.0
LOG0006301,USR02111,TOOL004,2023-05-31 00:00:00.000000,11.0,13.0,Image Generation,Tablet,4,7691.0
LOG0016830,USR01172,TOOL011,2023-01-01 00:00:00.000000,54.0,41.0,Text Generation,N/A,2,670.0
LOG0003800,USR00278,TOOL002,2023-11-18 00:00:00.000000,79.0,6.0,CODE ASSISTANT,N/A,-1,7491.0
LOG0016995,USR02945,TOOL010,2023-08-07 00:00:00.000000,30.0,8.0,Image Generation,Other,N/A,1710.0
LOG0012193,USR00029,TOOL004,2024-03-15 00:00:00.000000,50.0,27.0,CODE ASSISTANT,,5,844.0
LOG0018209,USR00707,TOOL003,2024-05-29 00:00:00.000000,63.0,27.0,Image Generation,mobile,6,359.0
LOG0021732,USR01995,TOOL003,2023-05-24 00:00:00.000000,120.0,24.0,N/A,Mobile,N/A,3452.0
LOG0013915,USR00746,TOOL008,2024-12-02 00:00:00.000000,32.0,7.0,,DESKTOP,N/A,7919.0
LOG0000890,USR01081,TOOL011,2023-12-31 00:00:00.000000,77.0,6.0,text generation,DESKTOP,1,5550.0
LOG0007835,USR02526,TOOL002,2026-07-20 02:05:25.259219,44.0,,N/A,Tablet,,4129.0
LOG0018457,USR00407,TOOL002,2024-02-26 00:00:00.000000,49.0,2.0,Image Generation,Mobile,,5030.0
LOG0005889,USR01310,TOOL004,2023-03-07 00:00:00.000000,117.0,25.0,Code Assistant,tablet,2,1033.0
LOG0009036,USR00706,TOOL001,2024-10-17 00:00:00.000000,52.0,48.0,Text Generation,Desktop,0,1450.0
LOG0022017,USR01759,TOOL009,2024-04-22 00:00:00.000000,36.0,9.0,Other,N/A,6,2331.0
LOG0015009,USR00880,TOOL004,2023-12-24 00:00:00.000000,62.0,3.0,text generation,Tablet,,3797.0
LOG0000633,USR01027,TOOL011,2023-04-14 00:00:00.000000,110.0,44.0,Image Generation,N/A,,4406.0
LOG0023470,USR02523,TOOL002,2023-06-02 00:00:00.000000,4495.0,50.0,,Other,6,2514.0
LOG0005273,USR01666,TOOL012,2026-11-02 02:05:25.240159,119.0,38.0,Productivity,Web Browser,5,2158.0
LOG0019509,USR01417,TOOL006,2025-01-19 00:00:00.000000,110.0,26.0,Search & Research,Desktop,3,6732.0
LOG0014529,USR00195,TOOL002,2023-01-28 00:00:00.000000,39.0,,Image Generation,Desktop,3,7310.0
LOG0023132,USR02515,TOOL011,2024-07-29 00:00:00.000000,44.0,17.0,Text Generation,Web Browser,1,
LOG0010219,USR00549,TOOL001,2023-05-01 00:00:00.000000,3.0,32.0,Video Generation,DESKTOP,5,3393.0
LOG0021902,USR99337,TOOL004,2023-01-21 00:00:00.000000,3.0,2.0,CODE ASSISTANT,Other,1,6416.0
LOG0008249,USR02717,TOOL001,2023-06-11 00:00:00.000000,115.0,50.0,Productivity,Mobile,-1,7866.0
LOG0014467,USR00191,TOOL001,2024-07-22 00:00:00.000000,9.0,7.0,Other,Web Browser,,5646.0
LOG0019611,USR02253,TOOL010,2024-12-10 00:00:00.000000,87.0,40.0,Video Generation,tablet,6,7792.0
LOG0002443,USR00500,TOOL006,2026-11-08 02:05:25.221943,4.0,8.0,CODE ASSISTANT,Other,0,4299.0
LOG0012115,USR01509,TOOL003,2024-07-30 00:00:00.000000,37.0,34.0,CODE ASSISTANT,Mobile,0,3046.0
LOG0012611,USR00994,TOOL010,2023-08-17 00:00:00.000000,102.0,32.0,Search & Research,DESKTOP,,3903.0
LOG0005991,USR01227,TOOL002,2023-03-07 00:00:00.000000,17.0,21.0,Productivity,DESKTOP,5,7018.0
LOG0008050,USR00417,TOOL012,2023-02-23 00:00:00.000000,40.0,34.0,CODE ASSISTANT,Other,5,
LOG0019322,USR02649,TOOL007,2024-02-13 00:00:00.000000,77.0,8.0,Other,mobile,4,2918.0
LOG0019567,USR99105,TOOL007,2024-03-28 00:00:00.000000,28.0,1.0,,tablet,N/A,6425.0
LOG0006986,USR02814,TOOL009,2024-04-13 00:00:00.000000,97.0,22.0,CODE ASSISTANT,Desktop,2,4248.0
LOG0022935,USR02716,TOOL011,2024-08-18 00:00:00.000000,51.0,8.0,,Desktop,3,1821.0
LOG0022482,USR99129,TOOL008,2023-10-02 00:00:00.000000,64.0,7.0,,N/A,N/A,5567.0
LOG0022145,USR01220,TOOL005,,,14.0,Search & Research,Desktop,3,4825.0
LOG0005739,USR01138,TOOL003,2023-11-28 00:00:00.000000,13.0,9.0,Search & Research,tablet,0,5341.0
LOG0006288,USR02869,TOOL008,2023-05-12 00:00:00.000000,64.0,29.0,Video Generation,tablet,0,3634.0
LOG0017583,USR00086,TOOL008,2023-02-06 00:00:00.000000,29.0,15.0,Image Generation,Other,,5661.0
LOG0014691,USR02544,TOOL012,2023-07-17 00:00:00.000000,24.0,37.0,Search & Research,DESKTOP,2,6286.0
LOG0018560,USR02856,TOOL010,2023-05-21 00:00:00.000000,112.0,45.0,Text Generation,Tablet,5,3612.0
LOG0007490,USR00969,TOOL011,2024-05-28 00:00:00.000000,100.0,4.0,Text Generation,Desktop,6,1788.0
LOG0004876,USR02759,TOOL008,2023-07-25 00:00:00.000000,14.0,17.0,CODE ASSISTANT,N/A,5,6341.0
LOG0010568,USR01541,TOOL009,2023-01-18 00:00:00.000000,-13.0,21.0,Code Assistant,DESKTOP,N/A,4619.0
LOG0023046,USR01070,TOOL003,2023-06-03 00:00:00.000000,101.0,28.0,Other,mobile,,1929.0
LOG0008990,USR00024,TOOL001,2024-10-29 00:00:00.000000,18.0,37.0,Image Generation,Desktop,5,2358.0
LOG0003259,USR00268,TOOL001,2024-06-25 00:00:00.000000,112.0,21.0,Other,Web Browser,-1,7377.0
LOG0018466,USR00537,TOOL012,2023-10-08 00:00:00.000000,113.0,22.0,Text Generation,DESKTOP,N/A,4284.0
LOG0023881,USR02785,TOOL008,2023-10-19 00:00:00.000000,62.0,3.0,Image Generation,,0,2453.0
LOG0002504,USR00340,TOOL005,2024-03-11 00:00:00.000000,44.0,35.0,Text Generation,Other,5,1668.0
LOG0017649,USR00989,TOOL012,2024-11-17 00:00:00.000000,54.0,48.0,,mobile,0,2915.0
LOG0010062,USR02752,TOOL001,2024-08-30 00:00:00.000000,77.0,17.0,CODE ASSISTANT,,6,3673.0
LOG0024637,USR02579,TOOL991,2024-05-11 00:00:00.000000,9.0,28.0,Text Generation,N/A,,4047.0
LOG0014151,USR02093,TOOL004,2024-05-31 00:00:00.000000,25.0,29.0,Other,Other,1,2049.0
LOG0000975,USR01435,TOOL010,2023-05-27 00:00:00.000000,27.0,4.0,Code Assistant,Desktop,1,1991.0
LOG0014305,USR00824,TOOL001,2024-09-06 00:00:00.000000,33.0,,Text Generation,Web Browser,N/A,1527.0
LOG0022471,USR01645,TOOL002,2023-08-01 00:00:00.000000,51.0,7.0,Code Assistant,,,2047.0
LOG0022427,USR01217,TOOL005,2024-11-06 00:00:00.000000,30.0,42.0,text generation,Tablet,,
LOG0012782,USR00470,TOOL012,2024-12-05 00:00:00.000000,22.0,17.0,CODE ASSISTANT,tablet,5,5675.0
LOG0004015,USR02563,TOOL006,2024-02-26 00:00:00.000000,103.0,43.0,Code Assistant,,5,5175.0
LOG0006774,USR01552,TOOL003,2023-08-08 00:00:00.000000,1618.0,31.0,CODE ASSISTANT,mobile,6,3783.0
LOG0015873,USR02849,TOOL009,2023-07-27 00:00:00.000000,107.0,43.0,Code Assistant,tablet,N/A,301.0
LOG0021006,USR01724,TOOL006,2024-08-02 00:00:00.000000,90.0,15.0,Code Assistant,Other,0,6472.0
LOG0016152,USR01652,TOOL010,2025-01-13 00:00:00.000000,61.0,5.0,Image Generation,Tablet,5,6201.0
LOG0002935,USR02356,TOOL007,2024-07-21 00:00:00.000000,106.0,,N/A,Other,N/A,7952.0
LOG0001067,USR01861,TOOL010,2024-08-15 00:00:00.000000,111.0,20.0,text generation,Mobile,3,6558.0
LOG0014986,USR02033,TOOL005,2024-04-07 00:00:00.000000,112.0,34.0,Productivity,Tablet,3,5280.0
LOG0000107,USR00683,TOOL008,2023-10-26 00:00:00.000000,57.0,25.0,Other,,-1,6745.0
LOG0015496,USR02003,TOOL006,2024-03-18 00:00:00.000000,116.0,41.0,N/A,Mobile,6,3842.0
LOG0015167,USR00521,TOOL001,2024-07-07 00:00:00.000000,99.0,11.0,Other,Other,,4946.0
LOG0008653,USR02018,TOOL004,2023-10-28 00:00:00.000000,57.0,,Image Generation,,N/A,5404.0
LOG0002012,USR02913,TOOL012,2024-04-08 00:00:00.000000,58.0,10.0,Code Assistant,,-1,6203.0
LOG0002812,USR01035,TOOL005,2025-01-08 00:00:00.000000,1.0,38.0,Other,Desktop,0,3977.0
LOG0009983,USR02798,TOOL003,2023-01-13 00:00:00.000000,52.0,38.0,text generation,Mobile,0,2022.0
LOG0009136,USR00175,TOOL380,2023-05-13 00:00:00.000000,55.0,49.0,N/A,DESKTOP,2,5788.0
LOG0008321,USR01303,TOOL011,2023-10-22 00:00:00.000000,95.0,,CODE ASSISTANT,N/A,2,3422.0
